countd,incremental,0.0,0.22131546679884195
countd,incremental,0.05,0.28374665416777134
countd,incremental,0.1,0.26655962970107794
countd,incremental,0.15,0.28976318798959255
countd,incremental,0.2,0.315794819034636
countd,incremental,0.25,0.3430447820574045
countd,incremental,0.3,0.37647670321166515
countd,incremental,0.35,0.41525640711188316
countd,incremental,0.4,0.43702816404402256
countd,incremental,0.45,0.46651077177375555
countd,incremental,0.5,0.49639194179326296
countd,incremental,0.55,0.5329275904223323
countd,incremental,0.6,0.5660793734714389
countd,incremental,0.65,0.5922138942405581
countd,incremental,0.7,0.6338770780712366
countd,incremental,0.75,0.6677229683846235
countd,incremental,0.8,0.6965392315760255
countd,incremental,0.85,0.7326990887522697
countd,incremental,0.9,0.759786581620574
countd,incremental,0.95,0.7912750160321593
countd,incremental,1.0,0.8167745359241962
countd,tree,0.0,0.3711533276364207
countd,tree,0.05,0.36826880648732185
countd,tree,0.1,0.36378023587167263
countd,tree,0.15,0.36795259080827236
countd,tree,0.2,0.3670444991439581
countd,tree,0.25,0.3653907999396324
countd,tree,0.3,0.37334904074668884
countd,tree,0.35,0.36772642098367214
countd,tree,0.4,0.36238814052194357
countd,tree,0.45,0.3600819958373904
countd,tree,0.5,0.3652140898630023
countd,tree,0.55,0.36615318804979324
countd,tree,0.6,0.36776580940932035
countd,tree,0.65,0.3649940490722656
countd,tree,0.7,0.36322591081261635
countd,tree,0.75,0.36510635539889336
countd,tree,0.8,0.36436640564352274
countd,tree,0.85,0.36072959657758474
countd,tree,0.9,0.36122073605656624
countd,tree,0.95,0.3582704570144415
countd,tree,1.0,0.37060753535479307
percentile99,naive,0.0,1.2653164211660624
percentile99,naive,0.05,1.26348761562258
percentile99,naive,0.1,1.2791693778708577
percentile99,naive,0.15,1.2666115835309029
percentile99,naive,0.2,1.2750986674800515
percentile99,naive,0.25,1.2650627354159951
percentile99,naive,0.3,1.2708916021510959
percentile99,naive,0.35,1.2775562778115273
percentile99,naive,0.4,1.2699893284589052
percentile99,naive,0.45,1.2782986350357533
percentile99,naive,0.5,1.2651316281408072
percentile99,naive,0.55,1.269650143571198
percentile99,naive,0.6,1.2691639522090554
percentile99,naive,0.65,1.2787286201491952
percentile99,naive,0.7,1.2659314330667257
percentile99,naive,0.75,1.2779854675754905
percentile99,naive,0.8,1.265328629873693
percentile99,naive,0.85,1.268257205374539
percentile99,naive,0.9,1.268856049515307
percentile99,naive,0.95,1.2686433847993612
percentile99,naive,1.0,1.2754917657002807
percentile99,incremental,0.0,0.22601109743118286
percentile99,incremental,0.05,0.7870637075975537
percentile99,incremental,0.1,0.9432205446064472
percentile99,incremental,0.15,1.0684701837599277
percentile99,incremental,0.2,1.1748470310121775
percentile99,incremental,0.25,1.2724684113636613
percentile99,incremental,0.3,1.3676080321893096
percentile99,incremental,0.35,1.4230833519250154
percentile99,incremental,0.4,1.488293880596757
percentile99,incremental,0.45,1.5475937696173787
percentile99,incremental,0.5,1.6160252084955573
percentile99,incremental,0.55,1.6476838225498796
percentile99,incremental,0.6,1.6539609404280782
percentile99,incremental,0.65,1.677337422966957
percentile99,incremental,0.7,1.6819912577047944
percentile99,incremental,0.75,1.6859005950391293
percentile99,incremental,0.8,1.6876913206651807
percentile99,incremental,0.85,1.666991651058197
percentile99,incremental,0.9,1.6626024655997753
percentile99,incremental,0.95,1.6439551766961813
percentile99,incremental,1.0,1.6418855814263225
percentile99,tree,0.0,0.6285131424665451
percentile99,tree,0.05,0.6302933795377612
percentile99,tree,0.1,0.6244876384735107
percentile99,tree,0.15,0.6377301020547748
percentile99,tree,0.2,0.6396759068593383
percentile99,tree,0.25,0.6397033054381609
percentile99,tree,0.3,0.6372530097141862
percentile99,tree,0.35,0.6474001174792647
percentile99,tree,0.4,0.63868616707623
percentile99,tree,0.45,0.6361987302079797
percentile99,tree,0.5,0.6527916043996811
percentile99,tree,0.55,0.6385760772973299
percentile99,tree,0.6,0.6410689568147063
percentile99,tree,0.65,0.6468463251367211
percentile99,tree,0.7,0.63639953173697
percentile99,tree,0.75,0.643072783946991
percentile99,tree,0.8,0.6548030786216259
percentile99,tree,0.85,0.6528734667226672
percentile99,tree,0.9,0.6488050520420074
percentile99,tree,0.95,0.6495896773412824
percentile99,tree,1.0,0.6490350225940347
percentile50,naive,0.0,1.480577883310616
percentile50,naive,0.05,1.4639899544417858
percentile50,naive,0.1,1.464707282371819
percentile50,naive,0.15,1.4698322182521224
percentile50,naive,0.2,1.478425044566393
percentile50,naive,0.25,1.466415680013597
percentile50,naive,0.3,1.4777732342481613
percentile50,naive,0.35,1.4673845935612917
percentile50,naive,0.4,1.4880623407661915
percentile50,naive,0.45,1.4643307086080313
percentile50,naive,0.5,1.4812501482665539
percentile50,naive,0.55,1.4777262834832072
percentile50,naive,0.6,1.4710546396672726
percentile50,naive,0.65,1.4814645815640688
percentile50,naive,0.7,1.477998934686184
percentile50,naive,0.75,1.468671695329249
percentile50,naive,0.8,1.4699360756203532
percentile50,naive,0.85,1.4798880191519856
percentile50,naive,0.9,1.4690060568973422
percentile50,naive,0.95,1.4770976640284061
percentile50,naive,1.0,1.4719577385112643
percentile50,incremental,0.0,0.5949331978335977
percentile50,incremental,0.05,1.3180321119725704
percentile50,incremental,0.1,1.4049415197223425
percentile50,incremental,0.15,1.4546848498284817
percentile50,incremental,0.2,1.5047299703583121
percentile50,incremental,0.25,1.5501113152131438
percentile50,incremental,0.3,1.5941594000905752
percentile50,incremental,0.35,1.6410636147484183
percentile50,incremental,0.4,1.6922775823622942
percentile50,incremental,0.45,1.7361127203330398
percentile50,incremental,0.5,1.775009603239596
percentile50,incremental,0.55,1.8180784480646253
percentile50,incremental,0.6,1.822351947426796
percentile50,incremental,0.65,1.8332078866660595
percentile50,incremental,0.7,1.8378974758088589
percentile50,incremental,0.75,1.8324221251532435
percentile50,incremental,0.8,1.8330981703475118
percentile50,incremental,0.85,1.8373591750860214
percentile50,incremental,0.9,1.821515889838338
percentile50,incremental,0.95,1.8077906034886837
percentile50,incremental,1.0,1.8117541875690222
percentile50,tree,0.0,0.6161058153957129
percentile50,tree,0.05,0.6292569600045681
percentile50,tree,0.1,0.6320458734408021
percentile50,tree,0.15,0.6355380872264504
percentile50,tree,0.2,0.6380259254947305
percentile50,tree,0.25,0.6334802974015474
percentile50,tree,0.3,0.640937821008265
percentile50,tree,0.35,0.6363496324047446
percentile50,tree,0.4,0.6438129590824246
percentile50,tree,0.45,0.6494118552654982
percentile50,tree,0.5,0.6535313529893756
percentile50,tree,0.55,0.6436859704554081
percentile50,tree,0.6,0.6487343041226268
percentile50,tree,0.65,0.654178936034441
percentile50,tree,0.7,0.6565787382423878
percentile50,tree,0.75,0.6536182342097163
percentile50,tree,0.8,0.6508420491591096
percentile50,tree,0.85,0.6484039099887013
percentile50,tree,0.9,0.6445802915841341
percentile50,tree,0.95,0.6548474384471774
percentile50,tree,1.0,0.6525484882295132
